X_i, allowed Y_i
16043, "[-32768; 16724]"
16044, "[-32768; 16723]"
16045, "[-32768; 16722]"
16046, "[-32768; 16721]"
16047, "[-32768; 16720]"
16048, "[-32768; 16719]"
16049, "[-32768; 16718]"
16050, "[-32768; 16717]"
16051, "[-32768; 16716]"
16052, "[-32768; 16715]"
16053, "[-32768; 16714]"
16054, "[-32768; 16713]"
16055, "[-32768; 16712]"
16056, "[-32768; 16711]"
16057, "[-32768; 16710]"
16058, "[-32768; 16709]"
16059, "[-32768; 16708]"
16060, "[-32768; 16707]"
16061, "[-32768; 16706]"
16062, "[-32768; 16705]"
16063, "[-32768; 16704]"
16064, "[-32768; 16703]"
16065, "[-32768; 16702]"
16066, "[-32768; 16701]"
16067, "[-32768; 16700]"
16068, "[-32768; 16699]"
16069, "[-32768; 16698]"
16070, "[-32768; 16697]"
16071, "[-32768; 16696]"
16072, "[-32768; 16695]"
16073, "[-32768; 16694]"
16074, "[-32768; 16693]"
16075, "[-32768; 16692]"
16076, "[-32768; 16691]"
16077, "[-32768; 16690]"
16078, "[-32768; 16689]"
16079, "[-32768; 16688]"
16080, "[-32768; 16687]"
16081, "[-32768; 16686]"
16082, "[-32768; 16685]"
16083, "[-32768; 16684]"
16084, "[-32768; 16683]"
16085, "[-32768; 16682]"
16086, "[-32768; 16681]"
16087, "[-32768; 16680]"
16088, "[-32768; 16679]"
16089, "[-32768; 16678]"
16090, "[-32768; 16677]"
16091, "[-32768; 16676]"
16092, "[-32768; 16675]"
16093, "[-32768; 16674]"
16094, "[-32768; 16673]"
16095, "[-32768; 16672]"
16096, "[-32768; 16671]"
16097, "[-32768; 16670]"
16098, "[-32768; 16669]"
16099, "[-32768; 16668]"
16100, "[-32768; 16667]"
16101, "[-32768; 16666]"
16102, "[-32768; 16665]"
16103, "[-32768; 16664]"
16104, "[-32768; 16663]"
16105, "[-32768; 16662]"
16106, "[-32768; 16661]"
16107, "[-32768; 16660]"
16108, "[-32768; 16659]"
16109, "[-32768; 16658]"
16110, "[-32768; 16657]"
16111, "[-32768; 16656]"
16112, "[-32768; 16655]"
16113, "[-32768; 16654]"
16114, "[-32768; 16653]"
16115, "[-32768; 16652]"
16116, "[-32768; 16651]"
16117, "[-32768; 16650]"
16118, "[-32768; 16649]"
16119, "[-32768; 16648]"
16120, "[-32768; 16647]"
16121, "[-32768; 16646]"
16122, "[-32768; 16645]"
16123, "[-32768; 16644]"
16124, "[-32768; 16643]"
16125, "[-32768; 16642]"
16126, "[-32768; 16641]"
16127, "[-32768; 16640]"
16128, "[-32768; 16639]"
16129, "[-32768; 16638]"
16130, "[-32768; 16637]"
16131, "[-32768; 16636]"
16132, "[-32768; 16635]"
16133, "[-32768; 16634]"
16134, "[-32768; 16633]"
16135, "[-32768; 16632]"
16136, "[-32768; 16631]"
16137, "[-32768; 16630]"
16138, "[-32768; 16629]"
16139, "[-32768; 16628]"
16140, "[-32768; 16627]"
16141, "[-32768; 16626]"
16142, "[-32768; 16625]"
16143, "[-32768; 16624]"
16144, "[-32768; 16623]"
16145, "[-32768; 16622]"
16146, "[-32768; 16621]"
16147, "[-32768; 16620]"
16148, "[-32768; 16619]"
16149, "[-32768; 16618]"
16150, "[-32768; 16617]"
16151, "[-32768; 16616]"
16152, "[-32768; 16615]"
16153, "[-32768; 16614]"
16154, "[-32768; 16613]"
16155, "[-32768; 16612]"
16156, "[-32768; 16611]"
16157, "[-32768; 16610]"
16158, "[-32768; 16609]"
16159, "[-32768; 16608]"
16160, "[-32768; 16607]"
16161, "[-32768; 16606]"
16162, "[-32768; 16605]"
16163, "[-32768; 16604]"
16164, "[-32768; 16603]"
16165, "[-32768; 16602]"
16166, "[-32768; 16601]"
16167, "[-32768; 16600]"
16168, "[-32768; 16599]"
16169, "[-32768; 16598]"
16170, "[-32768; 16597]"
16171, "[-32768; 16596]"
16172, "[-32768; 16595]"
16173, "[-32768; 16594]"
16174, "[-32768; 16593]"
16175, "[-32768; 16592]"
16176, "[-32768; 16591]"
16177, "[-32768; 16590]"
16178, "[-32768; 16589]"
16179, "[-32768; 16588]"
16180, "[-32768; 16587]"
16181, "[-32768; 16586]"
16182, "[-32768; 16585]"
16183, "[-32768; 16584]"
16184, "[-32768; 16583]"
16185, "[-32768; 16582]"
16186, "[-32768; 16581]"
16187, "[-32768; 16580]"
16188, "[-32768; 16579]"
16189, "[-32768; 16578]"
16190, "[-32768; 16577]"
16191, "[-32768; 16576]"
16192, "[-32768; 16575]"
16193, "[-32768; 16574]"
16194, "[-32768; 16573]"
16195, "[-32768; 16572]"
16196, "[-32768; 16571]"
16197, "[-32768; 16570]"
16198, "[-32768; 16569]"
16199, "[-32768; 16568]"
16200, "[-32768; 16567]"
16201, "[-32768; 16566]"
16202, "[-32768; 16565]"
16203, "[-32768; 16564]"
16204, "[-32768; 16563]"
16205, "[-32768; 16562]"
16206, "[-32768; 16561]"
16207, "[-32768; 16560]"
16208, "[-32768; 16559]"
16209, "[-32768; 16558]"
16210, "[-32768; 16557]"
16211, "[-32768; 16556]"
16212, "[-32768; 16555]"
16213, "[-32768; 16554]"
16214, "[-32768; 16553]"
16215, "[-32768; 16552]"
16216, "[-32768; 16551]"
16217, "[-32768; 16550]"
16218, "[-32768; 16549]"
16219, "[-32768; 16548]"
16220, "[-32768; 16547]"
16221, "[-32768; 16546]"
16222, "[-32768; 16545]"
16223, "[-32768; 16544]"
16224, "[-32768; 16543]"
16225, "[-32768; 16542]"
16226, "[-32768; 16541]"
16227, "[-32768; 16540]"
16228, "[-32768; 16539]"
16229, "[-32768; 16538]"
16230, "[-32768; 16537]"
16231, "[-32768; 16536]"
16232, "[-32768; 16535]"
16233, "[-32768; 16534]"
16234, "[-32768; 16533]"
16235, "[-32768; 16532]"
16236, "[-32768; 16531]"
16237, "[-32768; 16530]"
16238, "[-32768; 16529]"
16239, "[-32768; 16528]"
16240, "[-32768; 16527]"
16241, "[-32768; 16526]"
16242, "[-32768; 16525]"
16243, "[-32768; 16524]"
16244, "[-32768; 16523]"
16245, "[-32768; 16522]"
16246, "[-32768; 16521]"
16247, "[-32768; 16520]"
16248, "[-32768; 16519]"
16249, "[-32768; 16518]"
16250, "[-32768; 16517]"
16251, "[-32768; 16516]"
16252, "[-32768; 16515]"
16253, "[-32768; 16514]"
16254, "[-32768; 16513]"
16255, "[-32768; 16512]"
16256, "[-32768; 16511]"
16257, "[-32768; 16510]"
16258, "[-32768; 16509]"
16259, "[-32768; 16508]"
16260, "[-32768; 16507]"
16261, "[-32768; 16506]"
16262, "[-32768; 16505]"
16263, "[-32768; 16504]"
16264, "[-32768; 16503]"
16265, "[-32768; 16502]"
16266, "[-32768; 16501]"
16267, "[-32768; 16500]"
16268, "[-32768; 16499]"
16269, "[-32768; 16498]"
16270, "[-32768; 16497]"
16271, "[-32768; 16496]"
16272, "[-32768; 16495]"
16273, "[-32768; 16494]"
16274, "[-32768; 16493]"
16275, "[-32768; 16492]"
16276, "[-32768; 16491]"
16277, "[-32768; 16490]"
16278, "[-32768; 16489]"
16279, "[-32768; 16488]"
16280, "[-32768; 16487]"
16281, "[-32768; 16486]"
16282, "[-32768; 16485]"
16283, "[-32768; 16484]"
16284, "[-32768; 16483]"
16285, "[-32768; 16482]"
16286, "[-32768; 16481]"
16287, "[-32768; 16480]"
16288, "[-32768; 16479]"
16289, "[-32768; 16478]"
16290, "[-32768; 16477]"
16291, "[-32768; 16476]"
16292, "[-32768; 16475]"
16293, "[-32768; 16474]"
16294, "[-32768; 16473]"
16295, "[-32768; 16472]"
16296, "[-32768; 16471]"
16297, "[-32768; 16470]"
16298, "[-32768; 16469]"
16299, "[-32768; 16468]"
16300, "[-32768; 16467]"
16301, "[-32768; 16466]"
16302, "[-32768; 16465]"
16303, "[-32768; 16464]"
16304, "[-32768; 16463]"
16305, "[-32768; 16462]"
16306, "[-32768; 16461]"
16307, "[-32768; 16460]"
16308, "[-32768; 16459]"
16309, "[-32768; 16458]"
16310, "[-32768; 16457]"
16311, "[-32768; 16456]"
16312, "[-32768; 16455]"
16313, "[-32768; 16454]"
16314, "[-32768; 16453]"
16315, "[-32768; 16452]"
16316, "[-32768; 16451]"
16317, "[-32768; 16450]"
16318, "[-32768; 16449]"
16319, "[-32768; 16448]"
16320, "[-32768; 16447]"
16321, "[-32768; 16446]"
16322, "[-32768; 16445]"
16323, "[-32768; 16444]"
16324, "[-32768; 16443]"
16325, "[-32768; 16442]"
16326, "[-32768; 16441]"
16327, "[-32768; 16440]"
16328, "[-32768; 16439]"
16329, "[-32768; 16438]"
16330, "[-32768; 16437]"
16331, "[-32768; 16436]"
16332, "[-32768; 16435]"
16333, "[-32768; 16434]"
16334, "[-32768; 16433]"
16335, "[-32768; 16432]"
16336, "[-32768; 16431]"
16337, "[-32768; 16430]"
16338, "[-32768; 16429]"
16339, "[-32768; 16428]"
16340, "[-32768; 16427]"
16341, "[-32768; 16426]"
16342, "[-32768; 16425]"
16343, "[-32768; 16424]"
16344, "[-32768; 16423]"
16345, "[-32768; 16422]"
16346, "[-32768; 16421]"
16347, "[-32768; 16420]"
16348, "[-32768; 16419]"
16349, "[-32768; 16418]"
16350, "[-32768; 16417]"
16351, "[-32768; 16416]"
16352, "[-32768; 16415]"
16353, "[-32768; 16414]"
16354, "[-32768; 16413]"
16355, "[-32768; 16412]"
16356, "[-32768; 16411]"
16357, "[-32768; 16410]"
16358, "[-32768; 16409]"
16359, "[-32768; 16408]"
16360, "[-32768; 16407]"
16361, "[-32768; 16406]"
16362, "[-32768; 16405]"
16363, "[-32768; 16404]"
16364, "[-32768; 16403]"
16365, "[-32768; 16402]"
16366, "[-32768; 16401]"
16367, "[-32768; 16400]"
16368, "[-32768; 16399]"
16369, "[-32768; 16398]"
16370, "[-32768; 16397]"
16371, "[-32768; 16396]"
16372, "[-32768; 16395]"
16373, "[-32768; 16394]"
16374, "[-32768; 16393]"
16375, "[-32768; 16392]"
16376, "[-32768; 16391]"
16377, "[-32768; 16390]"
16378, "[-32768; 16389]"
16379, "[-32768; 16388]"
16380, "[-32768; 16387]"
16381, "[-32768; 16386]"
16382, "[-32768; 16385]"
16383, "[-32768; 16384]"
16384, "[-32768; 16383]"
16385, "[-32768; 16382]"
16386, "[-32768; 16381]"
16387, "[-32768; 16380]"
16388, "[-32768; 16379]"
16389, "[-32768; 16378]"
16390, "[-32768; 16377]"
16391, "[-32768; 16376]"
16392, "[-32768; 16375]"
16393, "[-32768; 16374]"
16394, "[-32768; 16373]"
16395, "[-32768; 16372]"
16396, "[-32768; 16371]"
16397, "[-32768; 16370]"
16398, "[-32768; 16369]"
16399, "[-32768; 16368]"
16400, "[-32768; 16367]"
16401, "[-32768; 16366]"
16402, "[-32768; 16365]"
16403, "[-32768; 16364]"
16404, "[-32768; 16363]"
16405, "[-32768; 16362]"
16406, "[-32768; 16361]"
16407, "[-32768; 16360]"
16408, "[-32768; 16359]"
16409, "[-32768; 16358]"
16410, "[-32768; 16357]"
16411, "[-32768; 16356]"
16412, "[-32768; 16355]"
16413, "[-32768; 16354]"
16414, "[-32768; 16353]"
16415, "[-32768; 16352]"
16416, "[-32768; 16351]"
16417, "[-32768; 16350]"
16418, "[-32768; 16349]"
16419, "[-32768; 16348]"
16420, "[-32768; 16347]"
16421, "[-32768; 16346]"
16422, "[-32768; 16345]"
16423, "[-32768; 16344]"
16424, "[-32768; 16343]"
16425, "[-32768; 16342]"
16426, "[-32768; 16341]"
16427, "[-32768; 16340]"
16428, "[-32768; 16339]"
16429, "[-32768; 16338]"
16430, "[-32768; 16337]"
16431, "[-32768; 16336]"
16432, "[-32768; 16335]"
16433, "[-32768; 16334]"
16434, "[-32768; 16333]"
16435, "[-32768; 16332]"
16436, "[-32768; 16331]"
16437, "[-32768; 16330]"
16438, "[-32768; 16329]"
16439, "[-32768; 16328]"
16440, "[-32768; 16327]"
16441, "[-32768; 16326]"
16442, "[-32768; 16325]"
16443, "[-32768; 16324]"
16444, "[-32768; 16323]"
16445, "[-32768; 16322]"
16446, "[-32768; 16321]"
16447, "[-32768; 16320]"
16448, "[-32768; 16319]"
16449, "[-32768; 16318]"
16450, "[-32768; 16317]"
16451, "[-32768; 16316]"
16452, "[-32768; 16315]"
16453, "[-32768; 16314]"
16454, "[-32768; 16313]"
16455, "[-32768; 16312]"
16456, "[-32768; 16311]"
16457, "[-32768; 16310]"
16458, "[-32768; 16309]"
16459, "[-32768; 16308]"
16460, "[-32768; 16307]"
16461, "[-32768; 16306]"
16462, "[-32768; 16305]"
16463, "[-32768; 16304]"
16464, "[-32768; 16303]"
16465, "[-32768; 16302]"
16466, "[-32768; 16301]"
16467, "[-32768; 16300]"
16468, "[-32768; 16299]"
16469, "[-32768; 16298]"
16470, "[-32768; 16297]"
16471, "[-32768; 16296]"
16472, "[-32768; 16295]"
16473, "[-32768; 16294]"
16474, "[-32768; 16293]"
16475, "[-32768; 16292]"
16476, "[-32768; 16291]"
16477, "[-32768; 16290]"
16478, "[-32768; 16289]"
16479, "[-32768; 16288]"
16480, "[-32768; 16287]"
16481, "[-32768; 16286]"
16482, "[-32768; 16285]"
16483, "[-32768; 16284]"
16484, "[-32768; 16283]"
16485, "[-32768; 16282]"
16486, "[-32768; 16281]"
16487, "[-32768; 16280]"
16488, "[-32768; 16279]"
16489, "[-32768; 16278]"
16490, "[-32768; 16277]"
16491, "[-32768; 16276]"
16492, "[-32768; 16275]"
16493, "[-32768; 16274]"
16494, "[-32768; 16273]"
16495, "[-32768; 16272]"
16496, "[-32768; 16271]"
16497, "[-32768; 16270]"
16498, "[-32768; 16269]"
16499, "[-32768; 16268]"
16500, "[-32768; 16267]"
16501, "[-32768; 16266]"
16502, "[-32768; 16265]"
16503, "[-32768; 16264]"
16504, "[-32768; 16263]"
16505, "[-32768; 16262]"
16506, "[-32768; 16261]"
16507, "[-32768; 16260]"
16508, "[-32768; 16259]"
16509, "[-32768; 16258]"
16510, "[-32768; 16257]"
16511, "[-32768; 16256]"
16512, "[-32768; 16255]"
16513, "[-32768; 16254]"
16514, "[-32768; 16253]"
16515, "[-32768; 16252]"
16516, "[-32768; 16251]"
16517, "[-32768; 16250]"
16518, "[-32768; 16249]"
16519, "[-32768; 16248]"
16520, "[-32768; 16247]"
16521, "[-32768; 16246]"
16522, "[-32768; 16245]"
16523, "[-32768; 16244]"
16524, "[-32768; 16243]"
16525, "[-32768; 16242]"
16526, "[-32768; 16241]"
16527, "[-32768; 16240]"
16528, "[-32768; 16239]"
16529, "[-32768; 16238]"
16530, "[-32768; 16237]"
16531, "[-32768; 16236]"
16532, "[-32768; 16235]"
16533, "[-32768; 16234]"
16534, "[-32768; 16233]"
16535, "[-32768; 16232]"
16536, "[-32768; 16231]"
16537, "[-32768; 16230]"
16538, "[-32768; 16229]"
16539, "[-32768; 16228]"
16540, "[-32768; 16227]"
16541, "[-32768; 16226]"
16542, "[-32768; 16225]"
16543, "[-32768; 16224]"
16544, "[-32768; 16223]"
16545, "[-32768; 16222]"
16546, "[-32768; 16221]"
16547, "[-32768; 16220]"
16548, "[-32768; 16219]"
16549, "[-32768; 16218]"
16550, "[-32768; 16217]"
16551, "[-32768; 16216]"
16552, "[-32768; 16215]"
16553, "[-32768; 16214]"
16554, "[-32768; 16213]"
16555, "[-32768; 16212]"
16556, "[-32768; 16211]"
16557, "[-32768; 16210]"
16558, "[-32768; 16209]"
16559, "[-32768; 16208]"
16560, "[-32768; 16207]"
16561, "[-32768; 16206]"
16562, "[-32768; 16205]"
16563, "[-32768; 16204]"
16564, "[-32768; 16203]"
16565, "[-32768; 16202]"
16566, "[-32768; 16201]"
16567, "[-32768; 16200]"
16568, "[-32768; 16199]"
16569, "[-32768; 16198]"
16570, "[-32768; 16197]"
16571, "[-32768; 16196]"
16572, "[-32768; 16195]"
16573, "[-32768; 16194]"
16574, "[-32768; 16193]"
16575, "[-32768; 16192]"
16576, "[-32768; 16191]"
16577, "[-32768; 16190]"
16578, "[-32768; 16189]"
16579, "[-32768; 16188]"
16580, "[-32768; 16187]"
16581, "[-32768; 16186]"
16582, "[-32768; 16185]"
16583, "[-32768; 16184]"
16584, "[-32768; 16183]"
16585, "[-32768; 16182]"
16586, "[-32768; 16181]"
16587, "[-32768; 16180]"
16588, "[-32768; 16179]"
16589, "[-32768; 16178]"
16590, "[-32768; 16177]"
16591, "[-32768; 16176]"
16592, "[-32768; 16175]"
16593, "[-32768; 16174]"
16594, "[-32768; 16173]"
16595, "[-32768; 16172]"
16596, "[-32768; 16171]"
16597, "[-32768; 16170]"
16598, "[-32768; 16169]"
16599, "[-32768; 16168]"
16600, "[-32768; 16167]"
16601, "[-32768; 16166]"
16602, "[-32768; 16165]"
16603, "[-32768; 16164]"
16604, "[-32768; 16163]"
16605, "[-32768; 16162]"
16606, "[-32768; 16161]"
16607, "[-32768; 16160]"
16608, "[-32768; 16159]"
16609, "[-32768; 16158]"
16610, "[-32768; 16157]"
16611, "[-32768; 16156]"
16612, "[-32768; 16155]"
16613, "[-32768; 16154]"
16614, "[-32768; 16153]"
16615, "[-32768; 16152]"
16616, "[-32768; 16151]"
16617, "[-32768; 16150]"
16618, "[-32768; 16149]"
16619, "[-32768; 16148]"
16620, "[-32768; 16147]"
16621, "[-32768; 16146]"
16622, "[-32768; 16145]"
16623, "[-32768; 16144]"
16624, "[-32768; 16143]"
16625, "[-32768; 16142]"
16626, "[-32768; 16141]"
16627, "[-32768; 16140]"
16628, "[-32768; 16139]"
16629, "[-32768; 16138]"
16630, "[-32768; 16137]"
16631, "[-32768; 16136]"
16632, "[-32768; 16135]"
16633, "[-32768; 16134]"
16634, "[-32768; 16133]"
16635, "[-32768; 16132]"
16636, "[-32768; 16131]"
16637, "[-32768; 16130]"
16638, "[-32768; 16129]"
16639, "[-32768; 16128]"
16640, "[-32768; 16127]"
16641, "[-32768; 16126]"
16642, "[-32768; 16125]"
16643, "[-32768; 16124]"
16644, "[-32768; 16123]"
16645, "[-32768; 16122]"
16646, "[-32768; 16121]"
16647, "[-32768; 16120]"
16648, "[-32768; 16119]"
16649, "[-32768; 16118]"
16650, "[-32768; 16117]"
16651, "[-32768; 16116]"
16652, "[-32768; 16115]"
16653, "[-32768; 16114]"
16654, "[-32768; 16113]"
16655, "[-32768; 16112]"
16656, "[-32768; 16111]"
16657, "[-32768; 16110]"
16658, "[-32768; 16109]"
16659, "[-32768; 16108]"
16660, "[-32768; 16107]"
16661, "[-32768; 16106]"
16662, "[-32768; 16105]"
16663, "[-32768; 16104]"
16664, "[-32768; 16103]"
16665, "[-32768; 16102]"
16666, "[-32768; 16101]"
16667, "[-32768; 16100]"
16668, "[-32768; 16099]"
16669, "[-32768; 16098]"
16670, "[-32768; 16097]"
16671, "[-32768; 16096]"
16672, "[-32768; 16095]"
16673, "[-32768; 16094]"
16674, "[-32768; 16093]"
16675, "[-32768; 16092]"
16676, "[-32768; 16091]"
16677, "[-32768; 16090]"
16678, "[-32768; 16089]"
16679, "[-32768; 16088]"
16680, "[-32768; 16087]"
16681, "[-32768; 16086]"
16682, "[-32768; 16085]"
16683, "[-32768; 16084]"
16684, "[-32768; 16083]"
16685, "[-32768; 16082]"
16686, "[-32768; 16081]"
16687, "[-32768; 16080]"
16688, "[-32768; 16079]"
16689, "[-32768; 16078]"
16690, "[-32768; 16077]"
16691, "[-32768; 16076]"
16692, "[-32768; 16075]"
16693, "[-32768; 16074]"
16694, "[-32768; 16073]"
16695, "[-32768; 16072]"
16696, "[-32768; 16071]"
16697, "[-32768; 16070]"
16698, "[-32768; 16069]"
16699, "[-32768; 16068]"
16700, "[-32768; 16067]"
16701, "[-32768; 16066]"
16702, "[-32768; 16065]"
16703, "[-32768; 16064]"
16704, "[-32768; 16063]"
16705, "[-32768; 16062]"
16706, "[-32768; 16061]"
16707, "[-32768; 16060]"
16708, "[-32768; 16059]"
16709, "[-32768; 16058]"
16710, "[-32768; 16057]"
16711, "[-32768; 16056]"
16712, "[-32768; 16055]"
16713, "[-32768; 16054]"
16714, "[-32768; 16053]"
16715, "[-32768; 16052]"
16716, "[-32768; 16051]"
16717, "[-32768; 16050]"
16718, "[-32768; 16049]"
16719, "[-32768; 16048]"
16720, "[-32768; 16047]"
16721, "[-32768; 16046]"
16722, "[-32768; 16045]"
16723, "[-32768; 16044]"
16724, "[-32768; 16043]"
16725, "[-32768; 16042]"
16726, "[-32768; 16041]"
16727, "[-32768; 16040]"
16728, "[-32768; 16039]"
16729, "[-32768; 16038]"
16730, "[-32768; 16037]"
16731, "[-32768; 16036]"
16732, "[-32768; 16035]"
16733, "[-32768; 16034]"
16734, "[-32768; 16033]"
16735, "[-32768; 16032]"
16736, "[-32768; 16031]"
16737, "[-32768; 16030]"
16738, "[-32768; 16029]"
16739, "[-32768; 16028]"
16740, "[-32768; 16027]"
16741, "[-32768; 16026]"
16742, "[-32768; 16025]"
16743, "[-32768; 16024]"
16744, "[-32768; 16023]"
16745, "[-32768; 16022]"
16746, "[-32768; 16021]"
16747, "[-32768; 16020]"
16748, "[-32768; 16019]"
16749, "[-32768; 16018]"
16750, "[-32768; 16017]"
16751, "[-32768; 16016]"
16752, "[-32768; 16015]"
16753, "[-32768; 16014]"
16754, "[-32768; 16013]"
16755, "[-32768; 16012]"
16756, "[-32768; 16011]"
16757, "[-32768; 16010]"
16758, "[-32768; 16009]"
16759, "[-32768; 16008]"
16760, "[-32768; 16007]"
16761, "[-32768; 16006]"
16762, "[-32768; 16005]"
16763, "[-32768; 16004]"
16764, "[-32768; 16003]"
16765, "[-32768; 16002]"
16766, "[-32768; 16001]"
16767, "[-32768; 16000]"
16768, "[-32768; 15999]"
16769, "[-32768; 15998]"
16770, "[-32768; 15997]"
16771, "[-32768; 15996]"
16772, "[-32768; 15995]"
16773, "[-32768; 15994]"
16774, "[-32768; 15993]"
16775, "[-32768; 15992]"
16776, "[-32768; 15991]"
16777, "[-32768; 15990]"
16778, "[-32768; 15989]"
16779, "[-32768; 15988]"
16780, "[-32768; 15987]"
16781, "[-32768; 15986]"
16782, "[-32768; 15985]"
16783, "[-32768; 15984]"
16784, "[-32768; 15983]"
16785, "[-32768; 15982]"
16786, "[-32768; 15981]"
16787, "[-32768; 15980]"
16788, "[-32768; 15979]"
16789, "[-32768; 15978]"
16790, "[-32768; 15977]"
16791, "[-32768; 15976]"
16792, "[-32768; 15975]"
16793, "[-32768; 15974]"
16794, "[-32768; 15973]"
16795, "[-32768; 15972]"
16796, "[-32768; 15971]"
16797, "[-32768; 15970]"
16798, "[-32768; 15969]"
16799, "[-32768; 15968]"
16800, "[-32768; 15967]"
16801, "[-32768; 15966]"
16802, "[-32768; 15965]"
16803, "[-32768; 15964]"
16804, "[-32768; 15963]"
16805, "[-32768; 15962]"
16806, "[-32768; 15961]"
16807, "[-32768; 15960]"
16808, "[-32768; 15959]"
16809, "[-32768; 15958]"
16810, "[-32768; 15957]"
16811, "[-32768; 15956]"
16812, "[-32768; 15955]"
16813, "[-32768; 15954]"
16814, "[-32768; 15953]"
16815, "[-32768; 15952]"
16816, "[-32768; 15951]"
16817, "[-32768; 15950]"
16818, "[-32768; 15949]"
16819, "[-32768; 15948]"
16820, "[-32768; 15947]"
16821, "[-32768; 15946]"
16822, "[-32768; 15945]"
16823, "[-32768; 15944]"
16824, "[-32768; 15943]"
16825, "[-32768; 15942]"
16826, "[-32768; 15941]"
16827, "[-32768; 15940]"
16828, "[-32768; 15939]"
16829, "[-32768; 15938]"
16830, "[-32768; 15937]"
16831, "[-32768; 15936]"
16832, "[-32768; 15935]"
16833, "[-32768; 15934]"
16834, "[-32768; 15933]"
16835, "[-32768; 15932]"
16836, "[-32768; 15931]"
16837, "[-32768; 15930]"
16838, "[-32768; 15929]"
16839, "[-32768; 15928]"
16840, "[-32768; 15927]"
16841, "[-32768; 15926]"
16842, "[-32768; 15925]"
16843, "[-32768; 15924]"
16844, "[-32768; 15923]"
16845, "[-32768; 15922]"
16846, "[-32768; 15921]"
16847, "[-32768; 15920]"
16848, "[-32768; 15919]"
16849, "[-32768; 15918]"
16850, "[-32768; 15917]"
16851, "[-32768; 15916]"
16852, "[-32768; 15915]"
16853, "[-32768; 15914]"
16854, "[-32768; 15913]"
16855, "[-32768; 15912]"
16856, "[-32768; 15911]"
16857, "[-32768; 15910]"
16858, "[-32768; 15909]"
16859, "[-32768; 15908]"
16860, "[-32768; 15907]"
16861, "[-32768; 15906]"
16862, "[-32768; 15905]"
16863, "[-32768; 15904]"
16864, "[-32768; 15903]"
16865, "[-32768; 15902]"
16866, "[-32768; 15901]"
16867, "[-32768; 15900]"
16868, "[-32768; 15899]"
16869, "[-32768; 15898]"
16870, "[-32768; 15897]"
16871, "[-32768; 15896]"
16872, "[-32768; 15895]"
16873, "[-32768; 15894]"
16874, "[-32768; 15893]"
16875, "[-32768; 15892]"
16876, "[-32768; 15891]"
16877, "[-32768; 15890]"
16878, "[-32768; 15889]"
16879, "[-32768; 15888]"
16880, "[-32768; 15887]"
16881, "[-32768; 15886]"
16882, "[-32768; 15885]"
16883, "[-32768; 15884]"
16884, "[-32768; 15883]"
16885, "[-32768; 15882]"
16886, "[-32768; 15881]"
16887, "[-32768; 15880]"
16888, "[-32768; 15879]"
16889, "[-32768; 15878]"
16890, "[-32768; 15877]"
16891, "[-32768; 15876]"
16892, "[-32768; 15875]"
16893, "[-32768; 15874]"
16894, "[-32768; 15873]"
16895, "[-32768; 15872]"
16896, "[-32768; 15871]"
16897, "[-32768; 15870]"
16898, "[-32768; 15869]"
16899, "[-32768; 15868]"
16900, "[-32768; 15867]"
16901, "[-32768; 15866]"
16902, "[-32768; 15865]"
16903, "[-32768; 15864]"
16904, "[-32768; 15863]"
16905, "[-32768; 15862]"
16906, "[-32768; 15861]"
16907, "[-32768; 15860]"
16908, "[-32768; 15859]"
16909, "[-32768; 15858]"
16910, "[-32768; 15857]"
